user_id,recency_days,frequency,monetary_value,total_events,view_count,cart_count,cart_abandonment_rate,avg_session_duration,purchase_recency_days,churned,churn_probability,risk_level,segment
U04239,15,4,184.88,23,15,4,0.0,8.72,52,0,0.0005,Low,At-Risk Spenders
U04240,28,10,446.79,64,39,15,0.3333333333333333,9.44,45,0,0.0006,Low,At-Risk Spenders
U04241,13,2,79.47,14,12,0,1.0,7.97,13,0,0.0002,Low,Casual Browsers
U04242,8,3,82.25,27,20,4,0.25,8.65,8,0,0.0002,Low,At-Risk Spenders
U04243,7,3,111.92,20,13,4,0.25,5.12,109,0,0.0009,Low,At-Risk Spenders
U04244,9,0,0.0,5,4,1,1.0,6.9,39,0,0.0002,Low,Casual Browsers
U04245,1,0,0.0,8,8,0,1.0,12.75,31,0,0.0002,Low,Casual Browsers
U04246,2,9,802.02,74,42,23,0.6086956521739131,9.35,11,0,0.0002,Low,At-Risk Spenders
U04247,17,1,23.85,13,11,1,0.0,3.12,90,0,0.0008,Low,At-Risk Spenders
U04248,98,2,42.03,20,15,3,0.3333333333333333,7.21,99,1,0.9995,High,Churned
U04249,5,6,149.71,24,16,2,0.0,6.62,12,0,0.0002,Low,At-Risk Spenders
U04250,21,0,0.0,11,11,0,1.0,9.62,51,0,0.0002,Low,Casual Browsers
U04251,3,13,735.93,51,24,14,0.0714285714285714,5.6,13,0,0.0002,Low,At-Risk Spenders
U04252,117,64,10343.15,176,25,87,0.264367816091954,7.68,117,1,0.9998,High,Churned
U04253,9,1,103.4,29,23,5,0.8,7.92,78,0,0.0006,Low,Casual Browsers
U04254,8,0,0.0,19,17,2,1.0,4.83,38,0,0.0002,Low,Casual Browsers
U04255,18,0,0.0,6,6,0,1.0,10.32,48,0,0.0002,Low,Casual Browsers
U04256,18,1,15.83,9,8,0,1.0,12.46,167,0,0.0008,Low,Casual Browsers
U04257,6,10,890.97,36,19,7,0.0,9.1,6,0,0.0002,Low,At-Risk Spenders
U04258,4,31,4200.69,85,11,43,0.2790697674418605,8.71,7,0,0.0002,Low,High-Value Loyalists
U04259,23,1,25.93,14,11,2,0.5,6.31,139,0,0.0007,Low,At-Risk Spenders
U04260,12,3,64.5,27,18,6,0.5,6.43,92,0,0.0008,Low,At-Risk Spenders
U04261,59,1,41.32,29,23,5,0.8,10.33,153,1,0.9995,High,Churned
U04262,27,1,28.6,20,15,4,0.75,5.72,31,0,0.0002,Low,Casual Browsers
U04263,27,5,303.65,30,14,11,0.5454545454545454,7.11,87,0,0.0014,Low,At-Risk Spenders
U04264,5,0,0.0,4,4,0,1.0,4.15,35,0,0.0002,Low,Casual Browsers
U04265,26,1,22.96,12,9,2,0.5,7.92,75,0,0.0005,Low,At-Risk Spenders
U04266,18,1,30.49,26,19,6,0.8333333333333334,6.8,98,0,0.0008,Low,Casual Browsers
U04267,3,0,0.0,4,4,0,1.0,6.5,33,0,0.0002,Low,Casual Browsers
U04268,33,29,3939.09,111,14,68,0.5735294117647058,7.6,33,1,0.9993,High,Churned
U04269,1,1,49.39,23,19,3,0.6666666666666667,9.14,146,0,0.0008,Low,Casual Browsers
U04270,5,8,710.13,50,24,18,0.5555555555555556,6.75,8,0,0.0002,Low,At-Risk Spenders
U04271,19,0,0.0,5,5,0,1.0,6.4,49,0,0.0002,Low,Casual Browsers
U04272,5,0,0.0,8,8,0,1.0,4.35,35,0,0.0002,Low,Casual Browsers
U04273,11,0,0.0,19,13,6,1.0,6.1,41,0,0.0003,Low,Casual Browsers
U04274,13,12,747.33,70,31,27,0.5555555555555556,8.99,16,0,0.0002,Low,At-Risk Spenders
U04275,23,0,0.0,7,7,0,1.0,4.76,53,0,0.0002,Low,Casual Browsers
U04276,8,0,0.0,15,14,1,1.0,8.67,38,0,0.0002,Low,Casual Browsers
U04277,28,0,0.0,14,13,1,1.0,6.97,58,0,0.0003,Low,Casual Browsers
U04278,7,0,0.0,14,13,1,1.0,6.66,37,0,0.0002,Low,Casual Browsers
U04279,35,2,89.02,13,11,0,1.0,12.01,35,1,0.9988,High,Churned
U04280,28,14,970.34,77,40,23,0.3913043478260869,6.79,28,0,0.0002,Low,At-Risk Spenders
U04281,28,0,0.0,9,9,0,1.0,8.09,58,0,0.0003,Low,Casual Browsers
U04282,6,13,681.18,68,32,23,0.4347826086956522,11.16,20,0,0.0002,Low,At-Risk Spenders
U04283,24,16,703.65,70,37,17,0.0588235294117647,7.3,30,0,0.0002,Low,At-Risk Spenders
U04284,95,0,0.0,5,5,0,1.0,6.44,125,1,0.9998,High,Churned
U04285,0,3,146.0,35,21,11,0.7272727272727273,9.13,13,0,0.0002,Low,Casual Browsers
U04286,3,0,0.0,8,8,0,1.0,9.96,33,0,0.0002,Low,Casual Browsers
U04287,14,1,18.89,13,11,1,0.0,5.71,144,0,0.0007,Low,At-Risk Spenders
U04288,26,3,73.93,23,18,2,0.0,11.04,38,0,0.0003,Low,At-Risk Spenders
U04289,17,0,0.0,19,17,2,1.0,7.41,47,0,0.0002,Low,Casual Browsers
U04290,4,3,46.86,25,18,4,0.25,7.23,81,0,0.0007,Low,At-Risk Spenders
U04291,24,10,584.36,68,37,21,0.5238095238095238,7.75,42,0,0.0005,Low,At-Risk Spenders
U04292,47,0,0.0,5,4,1,1.0,6.24,77,1,0.9998,High,Churned
U04293,0,4,119.54,28,18,6,0.3333333333333333,8.66,83,0,0.0012,Low,At-Risk Spenders
U04294,8,0,0.0,17,14,3,1.0,10.39,38,0,0.0002,Low,Casual Browsers
U04295,28,2,77.93,17,14,1,0.0,4.45,63,0,0.0004,Low,At-Risk Spenders
U04296,11,5,235.25,27,19,3,0.0,9.57,11,0,0.0002,Low,At-Risk Spenders
U04297,56,1,15.65,7,5,1,0.0,10.54,166,1,0.9995,High,Churned
U04298,20,2,80.47,13,11,0,1.0,8.48,20,0,0.0002,Low,Casual Browsers
U04299,20,2,71.84,21,17,2,0.0,8.0,85,0,0.0008,Low,At-Risk Spenders
U04300,18,0,0.0,5,5,0,1.0,13.5,48,0,0.0002,Low,Casual Browsers
U04301,107,2,47.38,21,17,2,0.0,6.39,109,1,0.9995,High,Churned
U04302,1,0,0.0,21,17,4,1.0,8.35,31,0,0.0002,Low,Casual Browsers
U04303,14,9,392.77,71,50,12,0.25,9.01,14,0,0.0002,Low,At-Risk Spenders
U04304,18,55,9923.18,173,28,90,0.3888888888888888,7.35,18,0,0.0002,Low,High-Value Loyalists
U04305,4,1,27.93,12,8,3,0.6666666666666667,11.78,162,0,0.0008,Low,Casual Browsers
U04306,38,0,0.0,12,9,3,1.0,8.88,68,1,0.9998,High,Churned
U04307,18,2,113.34,25,17,6,0.6666666666666667,8.9,108,0,0.001,Low,Casual Browsers
U04308,19,9,550.52,51,22,20,0.55,9.97,37,0,0.0005,Low,At-Risk Spenders
U04309,21,1,7.22,5,4,0,1.0,9.14,160,0,0.0008,Low,Casual Browsers
U04310,2,13,1002.48,73,36,24,0.4583333333333333,8.21,8,0,0.0002,Low,At-Risk Spenders
U04311,9,0,0.0,14,14,0,1.0,9.91,39,0,0.0002,Low,Casual Browsers
U04312,13,1,54.75,21,15,5,0.8,9.08,37,0,0.0003,Low,Casual Browsers
U04313,98,0,0.0,22,20,2,1.0,5.1,128,1,0.9998,High,Churned
U04314,24,1,24.84,11,9,1,0.0,5.52,24,0,0.0002,Low,At-Risk Spenders
U04315,13,7,358.68,40,19,14,0.5,8.82,26,0,0.0002,Low,At-Risk Spenders
U04316,10,0,0.0,11,10,1,1.0,9.06,40,0,0.0002,Low,Casual Browsers
U04317,24,1,27.74,10,9,0,1.0,9.23,95,0,0.0008,Low,Casual Browsers
U04318,85,1,42.31,26,21,4,0.75,7.15,131,1,0.9995,High,Churned
U04319,17,10,372.83,70,30,30,0.6666666666666667,8.85,34,0,0.0004,Low,At-Risk Spenders
U04320,7,2,40.93,12,7,3,0.3333333333333333,12.77,37,0,0.0003,Low,At-Risk Spenders
U04321,9,2,72.77,24,19,3,0.3333333333333333,10.07,153,0,0.0008,Low,At-Risk Spenders
U04322,21,1,37.25,18,15,2,0.5,6.22,44,0,0.0003,Low,At-Risk Spenders
U04323,23,34,6120.78,90,10,46,0.2608695652173913,7.88,23,0,0.0002,Low,High-Value Loyalists
U04324,27,8,386.74,31,14,9,0.1111111111111111,8.3,30,0,0.0002,Low,At-Risk Spenders
U04325,22,0,0.0,8,7,1,1.0,17.76,52,0,0.0003,Low,Casual Browsers
U04326,12,0,0.0,4,4,0,1.0,4.25,42,0,0.0002,Low,Casual Browsers
U04327,66,2,47.43,27,23,2,0.0,8.21,90,1,0.9995,High,Churned
U04328,1,9,582.46,41,22,10,0.0999999999999999,7.91,39,0,0.0005,Low,At-Risk Spenders
U04329,89,8,575.37,41,18,15,0.4666666666666667,7.79,98,1,0.9998,High,Churned
U04330,19,0,0.0,9,9,0,1.0,16.51,49,0,0.0002,Low,Casual Browsers
U04331,17,1,9.97,12,11,0,1.0,8.5,17,0,0.0002,Low,Casual Browsers
U04332,49,1,14.39,21,17,3,0.6666666666666667,7.8,81,1,0.9995,High,Churned
U04333,20,4,226.42,42,26,12,0.6666666666666667,9.73,23,0,0.0002,Low,At-Risk Spenders
U04334,11,4,165.09,36,18,14,0.7142857142857143,8.6,53,0,0.0006,Low,Casual Browsers
U04335,15,11,752.25,79,40,28,0.6071428571428572,8.07,18,0,0.0002,Low,At-Risk Spenders
U04336,95,9,617.76,69,37,23,0.6086956521739131,8.28,95,1,0.9997,High,Churned
U04337,11,3,98.41,24,16,5,0.4,10.96,89,0,0.0007,Low,At-Risk Spenders
U04338,20,0,0.0,11,11,0,1.0,11.91,50,0,0.0002,Low,Casual Browsers
U04339,21,1,19.21,19,15,3,0.6666666666666667,7.57,141,0,0.0008,Low,Casual Browsers
U04340,5,6,351.39,46,21,19,0.6842105263157895,6.13,10,0,0.0002,Low,At-Risk Spenders
U04341,25,1,33.81,18,15,2,0.5,7.85,147,0,0.0008,Low,At-Risk Spenders
U04342,60,13,918.03,42,19,10,0.0,6.43,68,1,0.9997,High,Churned
U04343,18,0,0.0,8,8,0,1.0,9.65,48,0,0.0002,Low,Casual Browsers
U04344,5,1,29.84,3,2,0,1.0,25.0,5,0,0.0002,Low,Casual Browsers
U04345,1,2,51.66,20,14,4,0.5,10.29,50,0,0.0004,Low,At-Risk Spenders
U04346,16,10,1021.09,37,13,14,0.2857142857142857,9.24,16,0,0.0002,Low,At-Risk Spenders
U04347,18,0,0.0,7,6,1,1.0,4.73,48,0,0.0002,Low,Casual Browsers
U04348,27,0,0.0,7,7,0,1.0,11.06,57,0,0.0003,Low,Casual Browsers
U04349,21,3,92.9,22,17,2,0.0,8.82,34,0,0.0003,Low,At-Risk Spenders
U04350,12,57,7353.58,154,29,68,0.1617647058823529,8.99,15,0,0.0002,Low,High-Value Loyalists
U04351,22,12,810.01,66,35,19,0.368421052631579,7.25,29,0,0.0002,Low,At-Risk Spenders
U04352,11,11,682.62,68,40,17,0.3529411764705882,8.55,26,0,0.0002,Low,At-Risk Spenders
U04353,10,2,57.79,19,14,3,0.3333333333333333,9.34,64,0,0.0004,Low,At-Risk Spenders
U04354,12,1,132.29,15,11,3,0.6666666666666667,11.37,108,0,0.001,Low,Casual Browsers
U04355,16,6,282.96,39,25,8,0.25,7.2,16,0,0.0002,Low,At-Risk Spenders
U04356,16,1,14.42,22,16,5,0.8,4.75,74,0,0.0005,Low,Casual Browsers
U04357,20,1,19.23,7,6,0,1.0,6.36,34,0,0.0003,Low,Casual Browsers
U04358,11,1,40.97,27,22,4,0.75,7.59,11,0,0.0002,Low,Casual Browsers
U04359,0,10,746.5,71,35,26,0.6153846153846154,8.36,36,0,0.0004,Low,At-Risk Spenders
U04360,3,1,14.43,22,19,2,0.5,8.2,163,0,0.0008,Low,At-Risk Spenders
U04361,74,2,57.18,20,16,2,0.0,9.12,81,1,0.9995,High,Churned
U04362,26,8,401.18,44,21,15,0.4666666666666667,7.42,70,0,0.0012,Low,At-Risk Spenders
U04363,14,0,0.0,4,4,0,1.0,5.18,44,0,0.0002,Low,Casual Browsers
U04364,24,1,19.39,23,17,5,0.8,8.11,141,0,0.0008,Low,Casual Browsers
U04365,7,5,309.63,31,15,11,0.5454545454545454,8.64,15,0,0.0002,Low,At-Risk Spenders
U04366,16,2,58.29,29,22,5,0.6,6.64,142,0,0.0008,Low,At-Risk Spenders
U04367,32,1,17.86,12,9,2,0.5,7.17,92,1,0.9995,High,Churned
U04368,20,10,484.02,54,27,17,0.4117647058823529,6.81,20,0,0.0002,Low,At-Risk Spenders
U04369,5,0,0.0,11,9,2,1.0,7.75,35,0,0.0002,Low,Casual Browsers
U04370,22,8,324.97,43,16,19,0.5789473684210527,7.19,22,0,0.0002,Low,At-Risk Spenders
U04371,27,0,0.0,14,14,0,1.0,9.26,57,0,0.0003,Low,Casual Browsers
U04372,26,12,704.63,55,24,19,0.368421052631579,6.58,26,0,0.0002,Low,At-Risk Spenders
U04373,88,9,581.88,37,18,10,0.0999999999999999,6.31,101,1,0.9997,High,Churned
U04374,14,1,35.87,28,23,4,0.75,5.77,143,0,0.0008,Low,Casual Browsers
U04375,19,5,354.31,45,22,18,0.7222222222222222,6.46,28,0,0.0002,Low,Casual Browsers
U04376,22,4,110.05,27,20,3,0.0,7.84,128,0,0.0013,Low,At-Risk Spenders
U04377,3,1,6.03,3,2,0,1.0,11.63,3,0,0.0002,Low,Casual Browsers
U04378,15,3,186.76,29,23,3,0.0,9.55,15,0,0.0002,Low,At-Risk Spenders
U04379,41,13,535.07,61,27,21,0.3809523809523809,10.07,49,1,0.9995,High,Churned
U04380,1,33,5446.79,130,22,75,0.56,7.67,1,0,0.0002,Low,High-Value Loyalists
U04381,55,30,4407.0,125,20,75,0.6,8.19,55,1,0.9996,High,Churned
U04382,62,6,530.12,36,15,15,0.6,11.46,73,1,0.9997,High,Churned
U04383,4,8,392.72,53,28,17,0.5294117647058824,8.28,22,0,0.0002,Low,At-Risk Spenders
U04384,13,1,19.78,10,8,1,0.0,6.7,29,0,0.0002,Low,At-Risk Spenders
U04385,28,2,27.37,22,15,5,0.6,10.06,51,0,0.0004,Low,Casual Browsers
U04386,13,61,7653.6,181,29,91,0.3296703296703297,7.29,16,0,0.0002,Low,High-Value Loyalists
U04387,16,4,251.05,37,18,15,0.7333333333333334,9.59,84,0,0.001,Low,Casual Browsers
U04388,83,0,0.0,20,14,6,1.0,6.67,113,1,0.9998,High,Churned
U04389,35,0,0.0,11,11,0,1.0,6.82,65,1,0.9998,High,Churned
U04390,109,1,6.07,15,13,1,0.0,11.76,160,1,0.9995,High,Churned
U04391,27,54,7216.17,173,30,89,0.3932584269662921,7.34,27,0,0.0002,Low,High-Value Loyalists
U04392,24,8,316.79,75,39,28,0.7142857142857143,8.02,86,0,0.0013,Low,At-Risk Spenders
U04393,19,0,0.0,12,10,2,1.0,9.61,49,0,0.0002,Low,Casual Browsers
U04394,36,1,47.86,34,15,18,0.9444444444444444,8.3,68,1,0.9994,High,Churned
U04395,16,7,417.47,53,31,15,0.5333333333333333,8.26,19,0,0.0002,Low,At-Risk Spenders
U04396,21,0,0.0,4,4,0,1.0,12.5,51,0,0.0002,Low,Casual Browsers
U04397,27,0,0.0,13,13,0,1.0,6.36,57,0,0.0003,Low,Casual Browsers
U04398,61,5,320.49,30,14,11,0.5454545454545454,6.2,112,1,0.9997,High,Churned
U04399,11,0,0.0,17,17,0,1.0,8.31,41,0,0.0002,Low,Casual Browsers
U04400,66,8,625.78,49,25,16,0.5,7.89,76,1,0.9998,High,Churned
U04401,119,0,0.0,16,15,1,1.0,6.03,149,1,0.9998,High,Churned
U04402,21,10,822.89,65,36,19,0.4736842105263158,8.01,21,0,0.0002,Low,At-Risk Spenders
U04403,27,0,0.0,11,11,0,1.0,8.78,57,0,0.0003,Low,Casual Browsers
U04404,19,2,78.61,13,11,0,1.0,5.51,20,0,0.0002,Low,Casual Browsers
U04405,29,0,0.0,23,23,0,1.0,10.08,59,0,0.0003,Low,Casual Browsers
U04406,17,1,19.27,11,9,1,0.0,6.07,68,0,0.0004,Low,At-Risk Spenders
U04407,3,0,0.0,8,6,2,1.0,11.35,33,0,0.0002,Low,Casual Browsers
U04408,38,13,859.61,67,37,17,0.2352941176470588,8.97,67,1,0.9997,High,Churned
U04409,20,1,29.17,10,8,1,0.0,9.83,168,0,0.0007,Low,At-Risk Spenders
U04410,24,49,6650.65,156,29,78,0.3717948717948718,8.32,25,0,0.0002,Low,High-Value Loyalists
U04411,39,27,3768.9,89,12,50,0.4599999999999999,8.61,44,1,0.9995,High,Churned
U04412,103,2,79.97,16,12,2,0.0,8.01,103,1,0.9996,High,Churned
U04413,14,12,658.47,77,42,23,0.4782608695652174,7.87,15,0,0.0002,Low,At-Risk Spenders
U04414,11,53,7577.51,155,11,91,0.4175824175824175,8.09,11,0,0.0002,Low,High-Value Loyalists
U04415,8,5,340.82,44,23,16,0.6875,7.26,29,0,0.0002,Low,At-Risk Spenders
U04416,22,6,380.94,50,30,14,0.5714285714285714,10.16,22,0,0.0002,Low,At-Risk Spenders
U04417,22,9,554.7,63,35,19,0.5263157894736843,8.53,22,0,0.0002,Low,At-Risk Spenders
U04418,67,4,108.91,23,13,6,0.3333333333333333,6.29,86,1,0.9997,High,Churned
U04419,3,6,154.07,28,20,2,0.0,6.18,51,0,0.0005,Low,At-Risk Spenders
U04420,22,3,229.75,27,22,2,0.0,6.75,73,0,0.0006,Low,At-Risk Spenders
U04421,83,4,217.09,51,29,18,0.7777777777777778,9.09,92,1,0.9996,High,Churned
U04422,27,13,644.03,60,28,19,0.3157894736842105,9.04,32,0,0.0004,Low,At-Risk Spenders
U04423,16,2,80.55,25,20,3,0.3333333333333333,8.8,31,0,0.0003,Low,At-Risk Spenders
U04424,25,0,0.0,11,11,0,1.0,8.5,55,0,0.0003,Low,Casual Browsers
U04425,25,1,19.31,10,8,1,0.0,5.28,42,0,0.0003,Low,At-Risk Spenders
U04426,28,0,0.0,3,3,0,1.0,10.37,58,0,0.0002,Low,Casual Browsers
U04427,28,0,0.0,13,11,2,1.0,10.09,58,0,0.0003,Low,Casual Browsers
U04428,42,2,100.93,30,18,10,0.8,9.08,105,1,0.9996,High,Churned
U04429,0,30,4020.22,106,20,56,0.4642857142857143,8.77,3,0,0.0002,Low,High-Value Loyalists
U04430,5,0,0.0,9,9,0,1.0,6.03,35,0,0.0002,Low,Casual Browsers
U04431,17,7,346.33,40,19,14,0.5,7.54,30,0,0.0002,Low,At-Risk Spenders
U04432,12,4,143.73,19,12,3,0.0,12.43,37,0,0.0003,Low,At-Risk Spenders
U04433,19,1,35.59,16,12,3,0.6666666666666667,7.44,36,0,0.0003,Low,Casual Browsers
U04434,13,14,825.14,59,27,18,0.2222222222222222,7.11,25,0,0.0002,Low,At-Risk Spenders
U04435,91,7,537.75,54,31,16,0.5625,5.31,94,1,0.9997,High,Churned
U04436,9,1,18.76,25,18,6,0.8333333333333334,8.33,47,0,0.0004,Low,Casual Browsers
U04437,24,0,0.0,9,9,0,1.0,6.33,54,0,0.0002,Low,Casual Browsers
U04438,13,11,720.37,63,29,23,0.5217391304347826,8.06,21,0,0.0002,Low,At-Risk Spenders
U04439,12,12,796.67,74,41,21,0.4285714285714286,7.84,31,0,0.0003,Low,At-Risk Spenders
U04440,13,4,91.74,18,11,3,0.0,4.86,15,0,0.0002,Low,At-Risk Spenders
U04441,18,6,356.14,45,28,11,0.4545454545454546,10.19,70,0,0.0012,Low,At-Risk Spenders
U04442,5,2,33.34,17,13,2,0.0,10.24,21,0,0.0002,Low,At-Risk Spenders
U04443,8,8,537.31,55,26,21,0.6190476190476191,8.06,49,0,0.0005,Low,At-Risk Spenders
U04444,0,13,704.51,59,28,18,0.2777777777777778,8.21,36,0,0.0005,Low,At-Risk Spenders
U04445,13,11,688.85,62,31,20,0.4499999999999999,8.34,38,0,0.0005,Low,At-Risk Spenders
U04446,16,1,21.94,24,21,2,0.5,9.05,56,0,0.0005,Low,At-Risk Spenders
U04447,14,9,648.74,42,14,19,0.5263157894736843,8.1,35,0,0.0005,Low,At-Risk Spenders
U04448,24,0,0.0,6,6,0,1.0,13.33,54,0,0.0003,Low,Casual Browsers
U04449,5,13,1092.89,73,34,26,0.5,8.09,5,0,0.0002,Low,At-Risk Spenders
U04450,9,0,0.0,14,14,0,1.0,7.24,39,0,0.0002,Low,Casual Browsers
U04451,15,1,24.82,12,11,0,1.0,3.28,47,0,0.0004,Low,Casual Browsers
U04452,28,1,33.03,11,9,1,0.0,9.25,152,0,0.0007,Low,At-Risk Spenders
U04453,12,10,542.42,35,17,8,0.0,9.19,12,0,0.0002,Low,At-Risk Spenders
U04454,17,10,808.58,76,43,23,0.5652173913043479,7.85,36,0,0.0004,Low,At-Risk Spenders
U04455,28,12,637.16,57,30,15,0.1999999999999999,8.59,28,0,0.0002,Low,At-Risk Spenders
U04456,52,0,0.0,14,13,1,1.0,6.21,82,1,0.9998,High,Churned
U04457,28,1,98.59,12,10,1,0.0,7.95,97,0,0.0009,Low,At-Risk Spenders
U04458,64,0,0.0,8,8,0,1.0,8.52,94,1,0.9998,High,Churned
U04459,28,1,23.63,14,13,0,1.0,6.41,63,0,0.0005,Low,Casual Browsers
U04460,29,40,6624.03,125,16,69,0.4202898550724637,7.2,30,0,0.0002,Low,High-Value Loyalists
U04461,18,0,0.0,7,7,0,1.0,12.41,48,0,0.0002,Low,Casual Browsers
U04462,21,31,4904.89,111,18,62,0.5,7.2,21,0,0.0002,Low,High-Value Loyalists
U04463,21,1,25.43,20,14,5,0.8,4.7,130,0,0.0007,Low,Casual Browsers
U04464,73,1,13.6,11,7,3,0.6666666666666667,8.75,155,1,0.9995,High,Churned
U04465,15,0,0.0,5,5,0,1.0,20.94,45,0,0.0002,Low,Casual Browsers
U04466,28,0,0.0,3,3,0,1.0,11.93,58,0,0.0003,Low,Casual Browsers
U04467,119,0,0.0,9,9,0,1.0,9.87,149,1,0.9998,High,Churned
U04468,24,2,51.51,10,7,1,0.0,8.35,24,0,0.0002,Low,At-Risk Spenders
U04469,2,0,0.0,3,2,1,1.0,13.23,32,0,0.0002,Low,Casual Browsers
U04470,22,1,87.37,11,7,3,0.6666666666666667,6.76,150,0,0.0009,Low,Casual Browsers
U04471,20,1,21.32,11,6,4,0.75,8.75,179,0,0.0006,Low,Casual Browsers
U04472,12,2,52.81,25,21,2,0.0,8.87,127,0,0.0008,Low,At-Risk Spenders
U04473,9,12,846.48,75,37,26,0.5384615384615384,7.72,18,0,0.0002,Low,At-Risk Spenders
U04474,29,2,52.56,23,17,4,0.5,7.03,151,0,0.0008,Low,At-Risk Spenders
U04475,16,1,11.82,5,4,0,1.0,9.24,16,0,0.0002,Low,Casual Browsers
U04476,11,10,774.78,68,31,27,0.6296296296296297,8.31,35,0,0.0004,Low,At-Risk Spenders
U04477,10,44,6083.59,172,20,108,0.5925925925925926,7.19,10,0,0.0002,Low,High-Value Loyalists
U04478,15,5,345.15,35,10,20,0.75,8.69,71,0,0.001,Low,Casual Browsers
U04479,3,11,565.96,59,26,22,0.5,9.21,38,0,0.0005,Low,At-Risk Spenders
U04480,17,0,0.0,8,8,0,1.0,8.21,47,0,0.0002,Low,Casual Browsers
U04481,15,0,0.0,14,13,1,1.0,7.7,45,0,0.0002,Low,Casual Browsers
U04482,7,30,4708.74,86,13,43,0.3023255813953488,9.47,7,0,0.0002,Low,High-Value Loyalists
U04483,25,0,0.0,10,10,0,1.0,8.2,55,0,0.0003,Low,Casual Browsers
U04484,8,3,207.58,36,22,11,0.7272727272727273,10.38,25,0,0.0002,Low,Casual Browsers
U04485,19,1,46.25,15,12,2,0.5,7.98,46,0,0.0003,Low,At-Risk Spenders
U04486,26,0,0.0,3,2,1,1.0,11.1,56,0,0.0003,Low,Casual Browsers
U04487,49,0,0.0,8,8,0,1.0,4.7,79,1,0.9998,High,Churned
U04488,4,0,0.0,5,5,0,1.0,8.46,34,0,0.0002,Low,Casual Browsers
U04489,24,1,19.92,11,8,2,0.5,8.13,58,0,0.0005,Low,At-Risk Spenders
U04490,8,26,4018.07,94,16,52,0.5,8.5,9,0,0.0002,Low,High-Value Loyalists
U04491,16,54,7467.74,150,21,75,0.28,7.87,17,0,0.0002,Low,High-Value Loyalists
U04492,5,9,656.23,48,22,17,0.4705882352941176,7.47,61,0,0.0012,Low,At-Risk Spenders
U04493,11,0,0.0,6,6,0,1.0,4.68,41,0,0.0002,Low,Casual Browsers
U04494,23,4,184.09,28,21,3,0.0,9.19,26,0,0.0002,Low,At-Risk Spenders
U04495,28,0,0.0,5,5,0,1.0,14.66,58,0,0.0003,Low,Casual Browsers
U04496,26,2,46.98,17,12,3,0.3333333333333333,9.45,26,0,0.0002,Low,At-Risk Spenders
U04497,27,0,0.0,17,16,1,1.0,6.84,57,0,0.0003,Low,Casual Browsers
U04498,109,0,0.0,13,12,1,1.0,8.88,139,1,0.9998,High,Churned
U04499,24,0,0.0,5,5,0,1.0,18.0,54,0,0.0003,Low,Casual Browsers
U04500,19,13,679.27,73,39,21,0.3809523809523809,7.13,26,0,0.0002,Low,At-Risk Spenders
U04501,8,25,3739.04,86,17,44,0.4318181818181817,8.16,8,0,0.0002,Low,High-Value Loyalists
U04502,6,0,0.0,9,9,0,1.0,8.87,36,0,0.0002,Low,Casual Browsers
U04503,10,7,590.17,38,17,14,0.5,6.8,15,0,0.0002,Low,At-Risk Spenders
U04504,45,0,0.0,3,2,1,1.0,4.27,75,1,0.9998,High,Churned
U04505,24,0,0.0,9,9,0,1.0,10.13,54,0,0.0003,Low,Casual Browsers
U04506,21,1,36.95,11,7,3,0.6666666666666667,10.13,114,0,0.0007,Low,Casual Browsers
U04507,12,5,391.91,25,19,1,0.0,8.2,51,0,0.0004,Low,At-Risk Spenders
U04508,66,58,7593.51,163,25,80,0.275,8.31,66,1,0.9998,High,Churned
U04509,24,2,101.59,19,14,3,0.3333333333333333,7.22,98,0,0.0009,Low,At-Risk Spenders
U04510,19,0,0.0,11,10,1,1.0,13.19,49,0,0.0002,Low,Casual Browsers
U04511,9,0,0.0,10,10,0,1.0,6.37,39,0,0.0002,Low,Casual Browsers
U04512,18,0,0.0,13,13,0,1.0,4.75,48,0,0.0002,Low,Casual Browsers
U04513,67,1,73.83,19,14,4,0.75,9.02,135,1,0.9995,High,Churned
U04514,0,31,4083.22,94,11,52,0.4038461538461538,7.84,1,0,0.0002,Low,High-Value Loyalists
U04515,19,2,71.33,27,20,5,0.6,8.29,78,0,0.0006,Low,At-Risk Spenders
U04516,24,32,4908.07,112,17,63,0.4920634920634921,6.97,25,0,0.0002,Low,High-Value Loyalists
U04517,0,1,21.66,11,9,1,0.0,9.41,79,0,0.0007,Low,At-Risk Spenders
U04518,15,11,546.36,60,33,16,0.3125,7.24,61,0,0.0012,Low,At-Risk Spenders
U04519,27,0,0.0,11,10,1,1.0,4.24,57,0,0.0003,Low,Casual Browsers
U04520,82,4,95.89,24,15,5,0.1999999999999999,5.91,87,1,0.9996,High,Churned
U04521,29,9,587.03,42,18,15,0.4,7.81,59,0,0.0009,Low,At-Risk Spenders
U04522,23,7,367.52,34,18,9,0.2222222222222222,8.29,23,0,0.0002,Low,At-Risk Spenders
U04523,15,3,92.91,18,14,1,0.0,14.99,28,0,0.0002,Low,At-Risk Spenders
U04524,25,12,678.84,74,39,23,0.4782608695652174,8.19,37,0,0.0005,Low,At-Risk Spenders
U04525,28,7,457.92,33,14,12,0.4166666666666666,7.67,34,0,0.0004,Low,At-Risk Spenders
U04526,14,15,965.5,77,29,33,0.5454545454545454,7.28,24,0,0.0002,Low,At-Risk Spenders
U04527,26,0,0.0,7,7,0,1.0,4.3,56,0,0.0002,Low,Casual Browsers
